,legit_iters,adv_iters,mse,psnr,cross_entropy,accuracy,avg_power_y,avg_power_z
0,0,0,0.06503095477819443,12.385717391967773,2.3033509254455566,0.11710000038146973,1.0,1.0
1,30000,0,0.002933099865913391,25.935497283935547,2.303356170654297,0.09239999949932098,1.0,1.0
