,legit_iters,adv_iters,mse,psnr,cross_entropy,accuracy,avg_power_y,avg_power_z
0,0,0,0.002933099865913391,25.935497283935547,1.9289988279342651,0.5325999855995178,1.0,1.0
1,500,0,0.0035069321747869253,25.076318740844727,2.298184633255005,0.14190000295639038,1.0,1.0
2,500,8000,0.0035069321747869253,25.076318740844727,1.9606190919876099,0.49729999899864197,1.0,1.0
3,1000,8000,0.0036191532853990793,24.949626922607422,2.3054375648498535,0.1362999975681305,1.0000001192092896,1.0000001192092896
4,1000,16000,0.0036191532853990793,24.949626922607422,1.964079737663269,0.4970000088214874,1.0000001192092896,1.0000001192092896
5,1500,16000,0.003755150828510523,24.78850555419922,2.3046822547912598,0.12399999797344208,0.9999998807907104,0.9999998807907104
