,legit_iters,adv_iters,mse,psnr,cross_entropy,accuracy,avg_power_y,avg_power_z
0,0,0,0.06888507306575775,12.074262619018555,2.302922248840332,0.11400000005960464,1.0,1.0
1,3,0,0.06493040919303894,12.398015975952148,2.3029792308807373,0.09880000352859497,1.0,1.0
