,legit_iters,adv_iters,mse,psnr,cross_entropy,accuracy,avg_power_y,avg_power_z
0,0,0,0.06445582211017609,12.441290855407715,2.303124189376831,0.10000000149011612,0.9999998807907104,0.9999998807907104
1,0,3,0.06445582211017609,12.441290855407715,2.3032007217407227,0.10000000149011612,0.9999998807907104,0.9999998807907104
