,legit_iters,adv_iters,mse,psnr,cross_entropy,accuracy,avg_power_y,avg_power_z
0,0,0,0.06638245284557343,12.279970169067383,2.303095817565918,0.10000000149011612,0.9999998807907104,0.9999998807907104
1,3,0,0.06445582211017609,12.441290855407715,2.303124189376831,0.10000000149011612,0.9999998807907104,0.9999998807907104
