,legit_iters,adv_iters,mse,psnr,cross_entropy,accuracy,avg_power_y,avg_power_z
0,0,0,0.06573391705751419,12.334383964538574,2.3036134243011475,0.10000000149011612,1.0,1.0
1,5,0,0.0643293485045433,12.45157527923584,2.303509473800659,0.10000000149011612,1.0,1.0
2,5,4,0.0643293485045433,12.45157527923584,2.304605484008789,0.10000000149011612,1.0,1.0
