,legit_iters,adv_iters,mse,psnr,cross_entropy,accuracy,avg_power_y,avg_power_z
0,0,0,0.06573391705751419,12.334383964538574,2.30377197265625,0.09910000115633011,1.0,1.0
1,0,3,0.06573391705751419,12.334383964538574,2.3036134243011475,0.10000000149011612,1.0,1.0
