500 0.0047576353 0.0044645234 0.005136503 0.0050375196
1000 0.005968926 0.005076781 0.0052009686 0.0071180053
1500 0.0060362383 0.005772506 0.005160953 0.0069484455
2000 0.0065763886 0.006208013 0.00603576 0.0063630687
2500 0.006278577 0.0071299234 0.0064742393 0.0072069755
3000 0.0070566693 0.0062906602 0.007017696 0.0070219208
3500 0.0072426656 0.0068297894 0.0065363636 0.0076232566
4000 0.006427598 0.0072464845 0.0072020506 0.0074301446
4500 0.007730545 0.0072220513 0.00668675 0.0075523765
5000 0.0093296645 0.007724488 0.0067422697 0.006719733
5500 0.0073517533 0.009681236 0.0069402945 0.007988155
6000 0.0071063796 0.007401854 0.007312302 0.007487505
6500 0.008248132 0.009412442 0.0069165793 0.00858139
7000 0.009033419 0.007421715 0.007006613 0.009616878
7500 0.00832411 0.007009787 0.007015443 0.008821643
8000 0.008340939 0.010441679 0.007449149 0.007884308
8500 0.009729451 0.008645989 0.007890197 0.011144075
9000 0.009510961 0.0077745314 0.008318476 0.007850648
9500 0.008873082 0.012552546 0.006938692 0.007985721
10000 0.008322132 0.008415899 0.008574298 0.00844613
10500 0.011608819 0.008496871 0.008697626 0.01091134
11000 0.008238543 0.00872336 0.007923744 0.008603723
11500 0.008507722 0.0083103115 0.00887621 0.008831039
12000 0.010504624 0.008783334 0.012535533 0.010488294
12500 0.008408178 0.009966682 0.009274397 0.011529867
13000 0.011349508 0.009832221 0.008758659 0.00854588
13500 0.01003086 0.01164648 0.00814118 0.008149921
14000 0.009640836 0.008624585 0.010972303 0.011612714
14500 0.00903024 0.00989623 0.010196095 0.010295732
15000 0.009401859 0.008120563 0.009174733 0.0093698045
15500 0.013493715 0.007997317 0.010107159 0.014161757
16000 0.008570829 0.007674521 0.010806075 0.009581773
16500 0.012069547 0.010428652 0.011577652 0.012255082
17000 0.009773576 0.008534362 0.011412627 0.0107779065
17500 0.0106815025 0.0085377125 0.0116428165 0.011674398
18000 0.010643572 0.012373964 0.0099737095 0.012239273
18500 0.010597131 0.010215724 0.011343014 0.009835081
19000 0.011018738 0.009036875 0.014863644 0.01097259
19500 0.009363421 0.008812598 0.0088541685 0.009714534
20000 0.010701251 0.009097812 0.009807487 0.013652228
