500 0.0058676456 0.006522583 0.005426304
1000 0.0065524364 0.006274695 0.007480015
1500 0.0067875176 0.0063629053 0.0055959225
2000 0.006612054 0.0061648022 0.006285348
2500 0.006507113 0.0065123844 0.0067429463
3000 0.008167586 0.0069613536 0.0064547798
3500 0.012254886 0.0084674675 0.006844831
4000 0.006565323 0.0067205774 0.006578337
4500 0.007723968 0.005958662 0.0066617196
5000 0.006242881 0.006604998 0.0077249007
5500 0.006395101 0.008052371 0.0072042886
6000 0.0072831227 0.006428585 0.0065431446
6500 0.0074304994 0.007330817 0.007723576
7000 0.007966812 0.006940243 0.006182843
7500 0.010298539 0.006384935 0.006947835
8000 0.0071315323 0.009656089 0.006754713
8500 0.01340477 0.0060728304 0.0070537133
9000 0.010438846 0.006559395 0.008180022
9500 0.009615686 0.010805328 0.007791628
10000 0.0077637983 0.008265651 0.0070057185
10500 0.011546839 0.0076530967 0.0069548525
11000 0.009819884 0.008876457 0.0065951487
11500 0.008433564 0.00871311 0.007945128
12000 0.008753228 0.009017114 0.009362722
12500 0.007730059 0.006737653 0.007428397
13000 0.006891054 0.008843946 0.012031653
13500 0.0077020735 0.011215934 0.007921584
14000 0.009038746 0.0074542216 0.006796341
14500 0.006416361 0.0066260165 0.009602792
15000 0.007126069 0.008638228 0.0075545833
15500 0.008159956 0.01043248 0.008929765
16000 0.008639333 0.0067591695 0.00697167
16500 0.008918604 0.0066171857 0.007935582
17000 0.010084637 0.0072626886 0.011460929
17500 0.007374547 0.007890203 0.006922726
18000 0.0080812685 0.00830099 0.0073489086
18500 0.007126888 0.007568471 0.008738631
19000 0.007514096 0.01226701 0.00818351
19500 0.015773393 0.010745421 0.00901511
20000 0.008138597 0.009773274 0.013141176
